Player, Score
Mark Lavarre,0.06756216
Terry Murray,0.06754991
Kim Davis,0.067537235
Peter Andersson,0.067496384
Bill Stewart,0.067466975
David Jensen,0.067454438
Henri Jokiharju,0.067442324
Helmut Balderis,0.067437871
Shane Prince,0.067406375
Pat Macleod,0.067405798
Mark Hamway,0.067405798
Lou Jankowski,0.067373221
Ty Rattie,0.067344391
Ron Fischer,0.067333012
Rip Riopelle,0.067270275
Travis Roche,0.067266344
Glen Cochrane,0.067240095
Robert Bortuzzo,0.067228387
Andrew Desjardins,0.067161085
Randy Bucyk,0.06714556
Philippe Bozon,0.067087489
Chris Dahlquist,0.067080619
Earl Balfour,0.067075507
Glen Seabrooke,0.066969901
Connor McMichael,0.066939281
Rich Costello,0.066931832
Tom Brennan,0.066931832
Petr Sykora,0.066931832
Don Smillie,0.066931832
Kevin Maxwell,0.066913051
Gregg Boddy,0.066909147
Jiri Novotny,0.066907024
Dmitrij Jaskin,0.066895978
Christoph Schubert,0.06688769
Tod Campeau,0.066872646
Paul Runge,0.066840538
Michal Sykora,0.066833101
Josh Jooris,0.066799866
Dale Henry,0.066797895
James Jarvis,0.066783375
Luc Dufour,0.066743453
Dave Karpa,0.066658495
Kieffer Bellows,0.066598967
Barry Richter,0.066572298
Eric Wellwood,0.066561947
Jesse Winchester,0.066554631
Jeff Madill,0.066523149
Lance Bouma,0.066516025
Derrick Walser,0.066515516
Patrick Boileau,0.066484949
Norm Dube,0.066476947
Bill Knibbs,0.066467541
Serge Boisvert,0.066459716
Jim Hiller,0.066456914
Josef Boumedienne,0.066455436
Jiri Fischer,0.066438631
Luke Adam,0.066409633
Rob Valicevic,0.066387939
Charlie Bourgeois,0.066385727
Mark Stuart,0.06636514
Brian McKenzie,0.066360826
Ken Stewart,0.066360826
Bernie Morris,0.066360826
Simon Moser,0.066360826
Tony Martensson,0.066360826
Oliver Kylington,0.066345604
Perry Miller,0.066337228
Don O'Donoghue,0.066330317
Marshall Johnston,0.066319873
Kyle Cumiskey,0.066297544
Wade Allison,0.066274869
Anders Carlsson,0.066270167
Vasily Podkolzin,0.066267395
Adam Burish,0.066214936
Rick Shinske,0.066207935
J.P. Leblanc,0.066205297
Chris Evans,0.066199083
Ryan Poehling,0.066196894
David Emma,0.066149791
Fern LeBlanc,0.066149791
Jose Charbonneau,0.066146367
Jarrod Skalde,0.066117613
Pat Ribble,0.066075298
Joseph Blandisi,0.066000192
Oscar Moller,0.065991536
Ron Attwell,0.065979951
Blair Betts,0.065956413
Sebastian Aho,0.065917199
David Latta,0.065858613
Kamil Kreps,0.065796454
Daniel Goneau,0.06577229
Bill Brydge,0.065739294
Dave Donnelly,0.065697371
Lloyd Gross,0.065696788
Bart Crashley,0.06569217
Pierre Aubry,0.065653665
Bert Wilson,0.06564177
Jack Shill,0.065612144
Kyle Wilson,0.065602996
Bruno Gervais,0.065583077
Peter Wallin,0.065531705
Jonathan Girard,0.065503705
Ed Cooper,0.065492781
Alan May,0.065489259
Alain Langlais,0.0654816
Russ Brayshaw,0.065443816
Rasmus Asplund,0.065438829
Duvie Westcott,0.06537747
Ville Koistinen,0.065370335
Stefan Ustorf,0.065363791
Benny Woit,0.065360183
Lude Check,0.065272882
Milos Holan,0.065252848
Martin Strbak,0.065252848
Al MacNeil,0.065236314
B.J. Crombeen,0.065208227
Tex White,0.065185739
Jamie Leach,0.06517766
Taro Hirose,0.065149574
Alex Grant,0.065104138
Dick Butler,0.065104138
Ivan Ciernik,0.065099482
Milan Bartovic,0.065075314
Eddy Godin,0.065066118
Lex Chisholm,0.065038108
Jakub Kindl,0.065012489
Max Jones,0.064991302
Xavier Delisle,0.064953252
Brian Smith,0.064901755
Sheldon Kannegiesser,0.064891841
Derek Laxdal,0.064872069
Leonard Esau,0.064859354
Ron Anderson,0.064845835
Neil Komadoski,0.064834056
Evgeny Svechnikov,0.064809446
Michael Kesselring,0.064797277
Chris Butler,0.064770762
Madison Bowey,0.064753284
Kevin Maguire,0.064726887
Nick Palmieri,0.064709942
Paul Kruse,0.064694183
Brian Flynn,0.064678227
Dale Craigwell,0.064675947
David Cooper,0.064667369
Zdenek Nedved,0.064633229
Joe Veleno,0.064573112
Radovan Somik,0.064570417
Glen Featherstone,0.064564292
Ethan Bear,0.064533641
Christian Djoos,0.064422964
Miroslav Ihnacak,0.064403602
Shane O'Brien,0.064396133
Mark Olver,0.064390888
Dennis Sobchuk,0.064388169
Steve Witiuk,0.064381391
Marcus Bjork,0.064381391
Paul Guay,0.064362062
Jeff Taffe,0.064348326
Mike Weaver,0.06434032
Sid Finney,0.064329362
Kevin Stenlund,0.064315883
Neil Wilkinson,0.064315149
Valentin Zykov,0.064301607
Gary Shuchuk,0.064299294
Aliaksei Protas,0.064299053
Norm Tustin,0.064273623
Marco Rossi,0.064191577
Scott Kosmachuk,0.064172159
Vic Myles,0.064150416
Timothy Liljegren,0.06412092
Jeff Jillson,0.064117945
Mike Marson,0.064085622
Lyle Moffatt,0.064071226
Mike Zigomanis,0.06402723
Nikolai Prokhorkin,0.064017616
Ty Dellandrea,0.063988037
Alexandre Kharitonov,0.063977563
Ben Guite,0.063949493
Roger Kortko,0.063935655
Ralph Nattrass,0.063932459
Gary Rissling,0.063912352
Jim Leavins,0.063904519
Ernie Dickens,0.06390404
Tomas Jurco,0.063872053
Dunc McCallum,0.063822991
Peanuts O'Flaherty,0.063794715
Howie Young,0.063768969
JT Brown,0.06374158
Chris Tamer,0.063730735
Brad Selwood,0.063708484
Michael Eyssimont,0.063690801
Cale Hulse,0.0636824
Gaston Therrien,0.063654901
Kevin Korchinski,0.063609058
Warren Babe,0.063609058
Dakota Joshua,0.063597488
Milan Jurcina,0.063573203
Chris Wagner,0.063534349
Dale Mctavish,0.063481128
Brad Chartrand,0.063413276
Sean Pronger,0.063351159
Lloyd Andrews,0.063330804
Ronalds Kenins,0.063318536
Steve Gotaas,0.063298615
Jack Hillen,0.0632757
Brock Faber,0.06322979
Darren Haydar,0.06322979
Andre Benoit,0.063188714
Joel Bouchard,0.063187434
Herbert Vasiljevs,0.063179758
Chris Terry,0.063172529
Wayne King,0.063106281
Antti Tormanen,0.063067897
Bryan Muir,0.062992349
Brad Winchester,0.062980492
Jay Harrison,0.062956868
Morris Mott,0.062933758
Artem Zub,0.062932664
Brett Sterling,0.06289278
Arttu Ruotsalainen,0.062888895
Gerry James,0.062870609
Patrick Rissmiller,0.062832742
Gerry Mayhew,0.062784483
Matt Frattin,0.062752776
Evgeny Artyukhin,0.062727613
Alexander Perezhogin,0.062708779
Jordan Schroeder,0.062706495
Rick Vasko,0.062704511
Bob Dawes,0.062686222
Dante Fabbro,0.062654047
Bill Masterton,0.062637907
Mike McDougall,0.062611528
Matt Ellison,0.062591416
Kerby Rychel,0.062591416
Lukas Krajicek,0.062534381
Zach Redmond,0.062510624
Jeff Toms,0.062488419
Norm Burns,0.06246798
Chris Herperger,0.062464654
Aki Berg,0.062431314
Pavel Brendl,0.062421554
Mike Antonovich,0.062400982
Joe Szura,0.062383553
Tim Schaller,0.06235238
James McGeough,0.06229319
Colin Forbes,0.062273677
Tomas Kubalik,0.062152023
Brian Felsner,0.062152023
Shawn Anderson,0.062145984
Mike Tomlak,0.062042618
Scott Campbell,0.061993011
Mike Watt,0.06192612
Bruce Eakin,0.061910425
Alexei Emelin,0.061881171
Ryan White,0.061829714
Chris Jensen,0.061827504
Blake Wesley,0.061777533
Patrick Traverse,0.06177512
Nicholas Robertson,0.061729763
Nick Knott,0.061727252
Jayce Hawryluk,0.061708348
Ryan Lindgren,0.061702156
Joe Papike,0.061683181
Gemel Smith,0.0616188
Mats Hallin,0.061599243
Milan Chalupa,0.061589087
Shane Churla,0.06158786
Mark Suzor,0.061543986
Ed Ronan,0.061529386
Larry Johnston,0.061522848
Austin Wagner,0.061490811
Kevan Miller,0.061483836
Willie O'Ree,0.061413409
Norm Barnes,0.061401073
Jeff Finley,0.061381755
Bob McCord,0.061363011
Carson McMillan,0.061336387
Guy Labrie,0.06127736
Tomas Kurka,0.061261872
Mark Smith,0.061251284
Ken Hammond,0.061233885
Dustin Jeffrey,0.061230981
Jan Jenik,0.061214233
Mitch Lamoureux,0.061188115
Jake Walman,0.061170071
Bobby Kirk,0.061154454
Aud Tuten,0.061154454
Jim Montgomery,0.061154338
Clarence Abel,0.061147068
Mark Mowers,0.061064133
Wally Weir,0.061061779
Jozef Balej,0.061044407
Peter Eriksson,0.061002552
Kenneth Gruhl,0.061002552
Eric Boulton,0.060990359
Casey Wellman,0.060960463
Ryan Lomberg,0.060948763
Scott Levins,0.060907343
Steve Dubinsky,0.06089139
George Konik,0.060890722
Russell Oatman,0.060878643
Joel Perrault,0.060876072
Stefan Ruzicka,0.060872719
Tim Jackman,0.060872134
Teemu Pulkkinen,0.060865931
Stefan Elliott,0.060861675
Jonas Bergqvist,0.060839198
Yves Courteau,0.060839198
Kaedan Korczak,0.060822869
Jakob Forsbacka Karlsson,0.06082146
Brian Kilrea,0.060816781
Raymond Giroux,0.060812746
Joe Motzko,0.060808917
Mark Astley,0.060786943
Tomas Zizka,0.060759833
Tim Brent,0.060756812
Nicklas Grossmann,0.060718702
Rod Buskas,0.060713124
Doug Houda,0.060670116
Roger Johansson,0.060655352
Ted McAneeley,0.060634267
Tom McCarthy,0.060599839
George Horne,0.060570362
Pete Backor,0.060517623
Konstantin Koltsov,0.060503427
Russ Romaniuk,0.0604421
Alan Quine,0.060418376
Jim Paek,0.060416519
Pat McReavy,0.060410421
Tim Bergland,0.060398252
Pat Graham,0.060385582
John Smrke,0.060385582
Sam Carrick,0.060361963
Poul Popiel,0.060339346
Miles Zaharko,0.060311568
Jayson More,0.06029635
Jackie Schmidt,0.060281221
Mike Mckee,0.060269165
Geoff Platt,0.060198792
Conor Timmins,0.060139573
Pontus Holmberg,0.06012694
Michal Repik,0.060103763
Mike Crowley,0.060095839
Jim Nahrgang,0.060078489
Cameron Mann,0.060068953
Morgan Barron,0.060015495
Bob Gassoff,0.060011725
Dale Kushner,0.060009576
Guy Larose,0.059970532
Matt Luff,0.059947604
Pavel Trnka,0.059919198
Jacob Josefson,0.059889904
Mark Mancari,0.059820251
Ken Mcrae,0.059800406
Wayne Maxner,0.05973007
Todd Reirden,0.059659352
Ricard Persson,0.05963558
Jeff Parker,0.059615668
Jukka Porvari,0.059595109
Tyson Nash,0.059523134
John Keating,0.059443045
Nikita Alexeev,0.059440033
Bob Bailey,0.059431211
Aaron Johnson,0.059405992
Kevin Dean,0.059400329
Tim Kennedy,0.059314371
Murray Eaves,0.059311452
Tommy Filmore,0.059288366
Mike Komisarek,0.059202802
Jiri Sekac,0.059201234
Tanner Kero,0.059145487
Jean Gauthier,0.059119572
Leo Bourgeault,0.059092045
Jeremy Morin,0.059054641
Fred Hucul,0.059042297
Scot Kleinendorst,0.059016842
Ian Moran,0.058998538
Bill Kendall,0.058989419
Rob Klinkhammer,0.05897704
Kyosti Karjalainen,0.058963602
Jamie Pushor,0.058946011
Bob Boughner,0.058937246
Rod Zaine,0.058934878
Joe Bell,0.058889627
Jamie Wright,0.058859094
Robert Tudor,0.058832691
Kamil Piros,0.058832691
Len Frig,0.058748923
Derrick Pouliot,0.058733057
Eric Meloche,0.05872166
Jean-Pierre Vigier,0.058708631
Justin Kurtz,0.058686422
Andrej Sustr,0.058542758
Caleb Jones,0.058512653
Joey Anderson,0.058493005
Taylor Fedun,0.05848357
Ari Haanpaa,0.05848307
Jakob Pelletier,0.058455699
Dave Chyzowski,0.058422705
Chris O'Sullivan,0.05839269
Joe Paterson,0.058313234
Duke McCurry,0.058311736
Chris Dingman,0.058290585
Antti Suomela,0.058289498
Dusan Pasek,0.058266617
Patrice Tardif,0.058254404
Charlie Mason,0.058251863
Rod Norrish,0.058222337
Jack Carlson,0.058210932
Ted Nolan,0.058203118
Mattias Timander,0.058157291
Brendan Bell,0.058155125
Duke Dukowski,0.058117746
Dwayne Norris,0.058083455
Fred Hergerts,0.058083455
Greg Meredith,0.058067415
Scott Reedy,0.05794377
Steve Rooney,0.057916785
Tommy Lehman,0.057915969
Greg Mauldin,0.057915969
Tim Heed,0.057892304
Denis Gauthier,0.05788701
Raphael Diaz,0.057874879
Mason Shaw,0.057861253
Konstantin Pushkarev,0.057850233
Daniel Dore,0.057850233
Drew Shore,0.057782829
Aaron Voros,0.057752583
Doug Kostynski,0.057741365
Darryl Maggs,0.057730197
Tanner Glass,0.057717998
Jean-Guy Lagace,0.057708827
Alexey Toropchenko,0.057685999
Kevin Rooney,0.057685251
Gary Veneruzzo,0.057682256
Lee Fogolin,0.057678017
Lorne Davis,0.057659628
Paul Laus,0.057653024
Darroll Powe,0.057619568
Cy Thomas,0.057611982
Hendrix Lapierre,0.057611982
Nathan Smith,0.057611982
Roland Stoltz,0.057611982
Jaret Anderson-Dolan,0.057587786
Ville Heinola,0.05749647
Brent Gretzky,0.057488445
Adam Johnson,0.057488445
Matt Pelech,0.057488445
Norm Dennis,0.057486632
Jack Keating,0.057486632
Nick Perbix,0.057449591
Ryan Bayda,0.057448299
Nick DeSimone,0.057372213
David Laliberte,0.057364589
Wayne Mcbean,0.057330686
Mickey Volcan,0.057284168
Art Herchenratter,0.057251612
Nakina Smith,0.057251612
Andrei Mironov,0.057251612
Lloyd Gronsdahl,0.057251612
Johan Harju,0.057251612
Benoit Gratton,0.057227345
Dennis Cholowski,0.057209371
Eddie Rodden,0.057188541
Tom Martin,0.057181331
Brian Lavender,0.05716801
Dan Vincelette,0.057161053
Stan Smrke,0.057150724
Patrick Wey,0.057150724
Jan Benda,0.057150724
Cody McCormick,0.057141545
Dale Krentz,0.057140709
Gord Donnelly,0.057129071
Robert Hagg,0.057113986
Todd Simpson,0.057104632
Tomas Jelinek,0.057101966
Gord Brydson,0.057097767
Erik Brannstrom,0.057087639
Roman Simicek,0.057063031
Tommy Cross,0.057048061
Gilles Dube,0.057017922
Brad Bombardir,0.057008187
Todd Hlushko,0.057003862
Richard Yates,0.057001628
Norm Armstrong,0.057001628
Bobby Reynolds,0.057001628
Carl Smith,0.057001628
Riley Damiani,0.057001628
Kael Mouillierat,0.057001628
Lukas Rousek,0.057001628
David McIntyre,0.057001628
Michel Parizeau,0.056981096
Dylan Sikura,0.056981096
Nicholas Shore,0.056971645
Peter Cehlarik,0.05693079
Doug Buhr,0.056929235
Lorrain Thibeault,0.056929235
Tomas Kana,0.056929235
Tobias Lindberg,0.056929235
Michael Zalewski,0.056929235
Andrew Poturalski,0.056929235
Mac Hollowell,0.056929235
Al LeBrun,0.056929235
Tony Stiles,0.056926558
Nathan Walker,0.056922663
Peter Ferraro,0.056922372
Kevin Roy,0.056920445
Simon Gamache,0.056874414
Lyle Phair,0.056874414
Juraj Slafkovsky,0.05683288
Jake Middleton,0.056808265
Grigori Panteleev,0.056800837
Stan Jackson,0.056798987
Christer Olsson,0.056774753
Nathan Paetsch,0.056770191
Mike Hurlbut,0.056715653
Hank Damore,0.056708902
Bill Sweeney,0.056708902
Kevin Henderson,0.056708902
Larry Fullan,0.056708902
Aggie Kukulowicz,0.056708902
Igor Viazmikin,0.056708902
Brady Murray,0.056708902
Bobby Rowe,0.056708902
Ethan Prow,0.056708902
Blake Hillman,0.056708902
David Gust,0.056708902
Doug Horbul,0.056708902
Jari Torkki,0.056708902
Lloyd Cook,0.056708902
Kurtis Mclean,0.056708902
John Negrin,0.056707747
Andre Corriveau,0.056707747
Dmitry Korobov,0.056707747
Sam Poulin,0.056707747
Jim Brown,0.056707747
Bob Jay,0.056707747
Anton Rodin,0.056707747
Trevor Sim,0.056707747
Shane Gersich,0.056707747
Pierre Hedin,0.056707747
Dale Rominski,0.056707747
Eric Selleck,0.056707747
Luke Philp,0.056707747
Turner Elson,0.056707747
Mikko Luoma,0.056707747
Vincent Iorio,0.056707747
Gage Quinney,0.056707747
Jayden Halbgewachs,0.056707747
Johnny Polich,0.056707747
Joel Savage,0.056707747
Lulu Denis,0.056707747
Archie Fraser,0.056707747
Brogan Rafferty,0.056707747
Rocky Trottier,0.056706158
Connor Mackey,0.056705913
Steven Lorentz,0.056701586
Neil Sheehy,0.056676254
Timo Blomqvist,0.056638493
Harry Taylor,0.056621941
Thomas O'Regan,0.056600671
Pierre-Olivier Joseph,0.056599133
Byron Ritchie,0.056591678
Shane Hnidy,0.056575793
Robert Dome,0.0565652
Stephen Gionta,0.056561773
Ryan Murphy,0.056548532
Michael Holmqvist,0.056523894
Miloslav Horava,0.056494082
Shaone Morrisonn,0.056491509
Jan Vopat,0.056478798
Jean-Marc Gaulin,0.056470695
Taylor Beck,0.056446549
Mark Barberio,0.056390008
Ed Hospodar,0.056334807
Chris Nielsen,0.056326938
Peter Popovic,0.056274222
Dave Feamster,0.056258547
Jordan Gross,0.056238921
Ron Hurst,0.056220848
Travis Dermott,0.056198901
Clare Martin,0.056198181
Darren Rumble,0.056190559
David Ullstrom,0.05617504
Stan Neckar,0.056122101
Mattias Tedenby,0.056121865
Benn Ferriero,0.056113466
David Rundblad,0.056102324
Bob Mcgill,0.056030235
Orville Heximer,0.056024848
Adam Cracknell,0.056020957
Mark Rycroft,0.056018257
Mike Maneluk,0.056015462
Per Svartvadet,0.056002546
Gregory Hofmann,0.05600178
Mark Fayne,0.055982935
Mikey Anderson,0.055964657
Lawrence Pleau,0.055944314
Magnus Johansson,0.055939396
Logan Brown,0.055932508
Ladislav Kohn,0.055922303
Josh Mahura,0.055913973
Kevin O'Shea,0.05578339
Matt Donovan,0.055776462
Philip Larsen,0.055771376
Hudson Fasching,0.055761612
Tony Cassolato,0.055758572
Christian Wolanin,0.055746215
Sylvain Couturier,0.055723858
Radoslav Suchy,0.055722109
Ed Kachur,0.055719789
Mike Kitchen,0.055710992
Tony Hemmerling,0.055698445
Braden Schneider,0.055695156
Mark Heaslip,0.055657561
Frank Martin,0.055511166
Jim Storm,0.055511059
Irv Spencer,0.055509906
Trevor Johansen,0.055499365
Eric Chouinard,0.055471288
Robin Salo,0.055467759
Maxim Mamin,0.055445814
Jim Playfair,0.055436148
Brett Murray,0.055436148
John Paddock,0.055388562
Nikita Filatov,0.055383938
Peter Scamurra,0.055379651
Art Duncan,0.055334174
Ross Johnstone,0.055272666
Tom Tilley,0.055251698
Cliff Barton,0.055230712
Jared Boll,0.055210657
Rich Pilon,0.055204577
Gary Holt,0.055147683
Petr Prajzler,0.055069924
Fred O'Donnell,0.055068794
John Kordic,0.055067874
Patrick Kaleta,0.055063754
Ryan Vesce,0.055057237
Nathan LaFayette,0.055028791
Vitaly Vishnevski,0.054997725
Henrik Borgstrom,0.054952248
Zach Boychuk,0.054940975
Paul Healey,0.054912475
Ed Gorman,0.054893477
Jim Kyte,0.054865519
Alexander Godynyuk,0.054862222
Mark Vermette,0.054830478
Claude Boivin,0.054808874
Brett MacLean,0.054755801
Robert Stephenson,0.054755801
Adam Brooks,0.054736976
Nils Lundkvist,0.054710443
Gerry Minor,0.054707923
Simon Despres,0.054683104
Philippe Myers,0.054682641
Jason Marshall,0.054660908
Corey Potter,0.054597793
Nikita Okhotiuk,0.054589393
Jiri Bicek,0.054577185
Gilles Lupien,0.054547462
Adam Clendening,0.054546381
Jeff Daniels,0.054539017
Gerry Ouellette,0.054497921
Steve Graves,0.054497921
Mike Korney,0.054486583
Muzz Patrick,0.054485881
Jacques Locas,0.054475018
George Pesut,0.054459065
Matt Gilroy,0.054447528
John Gallagher,0.054445217
Martin Fehervary,0.054415367
Steve Oleksy,0.054386791
Brandon Duhaime,0.054376874
Cole Smith,0.054375552
Connor Carrick,0.054369639
Gus Forslund,0.054292467
Blake Sloan,0.054282901
Jamie Rivers,0.054273658
Erik Gustafsson,0.054259782
Connor Brickley,0.054196373
Rene Leclerc,0.054195994
Ronald Plumb,0.054195691
Tom Cassidy,0.054195691
Jim Pavese,0.054169811
Mario Ferraro,0.054100715
Douglas Murray,0.054014338
Donald Mcsween,0.054012867
Ladislav Smid,0.054001235
Bill Moe,0.053924509
Donald Dufresne,0.053916983
Dryden Hunt,0.053911367
Connor Dewar,0.05390344
Roger Picard,0.053891912
Paul Brydges,0.053891912
Ken Strong,0.053891912
Hunter Shinkaruk,0.053891912
Justin Papineau,0.053891222
Nikita Nesterov,0.053888526
Egor Yakovlev,0.053878037
Daniil Miromanov,0.053878037
Jakub Lauko,0.053852449
Andreas Karlsson,0.053831479
Al Cameron,0.053762126
Steve McCarthy,0.053753003
Tony Salmelainen,0.05374434
Patrik Nemeth,0.053676941
Joe Dziedzic,0.053675695
Evgeny Medvedev,0.053675018
Krzysztof Oliwa,0.053649386
Darren Archibald,0.053605103
Tim Hrynewich,0.053605103
Pavel Patera,0.053595312
Bert McInenly,0.053579049
Kevin Brown,0.053539745
George Massecar,0.053524455
Brandon McMillan,0.053511564
Brad Aitken,0.053496713
Richard David,0.053493515
Ossi Vaananen,0.053458379
Ed Ward,0.05343914
Blake Geoffrion,0.053387143
Joel Kiviranta,0.053382785
Jeff Nielsen,0.053373844
Michael Dark,0.053310776
John McKinnon,0.053255162
Mike Wilson,0.053251994
Alexandre Giroux,0.053240578
Denny Felsner,0.053228156
Andy Berenzweig,0.053200136
Marc McLaughlin,0.05319367
Morley Bruce,0.053191366
Jaroslav Svoboda,0.053183287
Paul LaDue,0.053159178
Jimmy Jones,0.05313452
Matthew Peca,0.053116788
Jeff Woywitka,0.053113647
Mathias Johansson,0.053111731
Edmond Bouchard,0.053087259
Ralph Intranuovo,0.053033081
Tom Koivisto,0.053033081
Nicolas Beaudin,0.053033081
Dan Bylsma,0.053029539
Rolly Roulston,0.053020623
Bryan McSheffrey,0.052995179
Jim Fahey,0.0529895
Sheldon Dries,0.052973477
Teemu Hartikainen,0.052964671
Jim Cummins,0.05292619
Glenn Merkosky,0.052873037
Michael Pezzetta,0.052872158
Scott Harrington,0.052842752
Christoph Brandner,0.052774996
Mike Mottau,0.052723968
Tom Wandell,0.052714386
Erik Andersson,0.052706823
Todd Bidner,0.052706823
John Mariucci,0.052682509
Andrew Murray,0.052639703
Steve Wagner,0.052624129
Vern Kaiser,0.052590035
Jim O'Neil,0.052563948
Curtis McKenzie,0.0525627
Cameron Stewart,0.052531138
Tyler Randell,0.05251349
Bill Speer,0.052507927
Rickard Wallin,0.052506876
Jared Cowen,0.052506166
Sergei Varlamov,0.05249058
David Wilkie,0.052468989
Jeremy Stevenson,0.052442124
Anton Slepyshev,0.05237793
Vitezslav Duris,0.052279939
Byron Bitz,0.052242185
Michael Mcneil,0.0522416
Rob Cowie,0.052218825
Don Spring,0.052209606
Lorne Stamler,0.052201237
Jack Drury,0.05218052
Lloyd Jackson,0.05216189
Nick Abruzzese,0.05216189
Marcel Dheere,0.05216189
Reg Bentley,0.05216189
Drew O'Connor,0.052151971
Jed Ortmeyer,0.052147306
Brandon Manning,0.052094627
Ted Snell,0.052067002
Jimmy Orlando,0.052040103
Hans Jonsson,0.052026491
Bob Paradise,0.052021808
Ryan Sproul,0.051982071
Seth Griffith,0.051966116
John MacMillan,0.051931026
Buddy Boone,0.051908153
Colin Stuart,0.051885624
Steve Martins,0.051878877
Stephane Da Costa,0.051857834
Wilf Field,0.051842415
Craig Coxe,0.051809589
Jim Mair,0.051791617
Nels Crutchfield,0.051767065
Julien Gauthier,0.051762547
Connor Clifton,0.051729766
Greg Zanon,0.051720025
Ron Hoover,0.051696412
Rob Whistle,0.051678695
Boo Nieves,0.051633195
Alexander Svitov,0.051616977
Rob Zettler,0.051608102
Brad Larsen,0.051601699
Chad Billins,0.051541447
Akito Hirose,0.051541447
John Leonard,0.05153927
Alexander Vasyunov,0.051526586
Josh Langfeld,0.051523332
Jonas Siegenthaler,0.051499093
Don Poile,0.051487483
Brian Dobbin,0.051476498
Chris VandeVelde,0.051422321
Sheldon Brookbank,0.051386391
Dennis Vaske,0.051385924
Herb Drury,0.051309971
Alexandre Fortin,0.051291471
Doug Zmolek,0.051282926
Liam Reddox,0.051205035
Michael Kostka,0.051202837
Samuel Fagemo,0.051190264
Kevin Smyth,0.051177049
Tony Graboski,0.051175841
Kole Lind,0.051174487
Corey Foster,0.051174326
Simon Holmstrom,0.051117469
Vic Desjardins,0.05111738
Patrik Juhlin,0.0511011
Chris Taylor,0.051096271
Marko Tuomainen,0.051093012
Davis Drewiske,0.051077864
Luca Caputi,0.051052071
Billy Boyd,0.051025336
Steve Maltais,0.050981854
Art Wiebe,0.050942872
Karson Kuhlman,0.050925368
TJ Brennan,0.050901896
Hobie Kitchen,0.050899407
Simon Edvinsson,0.050879333
Del Hall,0.050879333
Chad Rau,0.050879333
Ralph Bowman,0.050875826
Vesa Viitakoski,0.050842399
Bud MacPherson,0.050814335
Alexander Petrovic,0.050799902
Isaak Phillips,0.050768802
David Van Der Gulik,0.050765766
Andreas Nodl,0.050756798
Nils Aman,0.050673058
Joe Simpson,0.050668784
Chris Snell,0.050665237
Brian Wilks,0.05065863
Peter Ahola,0.050649689
A.J. Greer,0.050642168
Max Veronneau,0.050641769
Lukas Kaspar,0.050641769
Matt Bartkowski,0.050601546
John Beecher,0.050557692
Mario Doyon,0.050555498
Craig Duncanson,0.05054626
John Miszuk,0.050540543
Jake Dowell,0.050529403
Bill Baker,0.050486557
Dan Keczmer,0.050440738
Larry Hale,0.050433642
Stephen Johns,0.050404983
Alex McKendry,0.050372764
Bob Attwell,0.050367718
Stan Brown,0.05034187
Joakim Andersson,0.050276396
Martin Hostak,0.050176216
Anders Eldebrink,0.050176216
Tomas Hyka,0.050111239
Gene Achtymichuk,0.050068727
Will Borgen,0.050038966
Petteri Nokelainen,0.050037946
Joe Vitale,0.049995754
Rob Collins,0.049992067
Drew Fata,0.049992067
Joe Levandoski,0.049992067
Charlie Langlois,0.049984674
Peter Sejna,0.049978392
Mike Dwyer,0.049976393
Greg McKegg,0.04996711
Zac Dalpe,0.04990365
Arber Xhekaj,0.04989702
Brandon Segal,0.049893527
Jon Rohloff,0.049885778
Paul Szczechura,0.049875601
Michael Sgarbossa,0.049872942
Ken Baumgartner,0.049847822
Brent Severyn,0.049782698
Axel Jonsson-Fjallby,0.049744436
Dan Kesa,0.049723835
Albert Hughes,0.049699796
Alexander Romanov,0.049683923
Jack Leswick,0.049650793
Matt Foy,0.049635947
Patrick Thoresen,0.049630087
Lukas Sedlak,0.049604072
Larry Brown,0.049572478
Sergei Bautin,0.049565227
John Erskine,0.049550853
Thomas Mcmurchy,0.049522001
Gavin Bayreuther,0.049516992
Dave Roche,0.049441326
Vinni Lettieri,0.049404366
Irwin Boyd,0.049381709
Sergei Petrenko,0.049381444
Jussi Timonen,0.049381444
Jacques Cossette,0.04937782
Brian Swanson,0.049369102
John Harms,0.04928354
Jarmo Kekalainen,0.049277627
Thomas Songin,0.049266429
Michael Needham,0.049184031
Murray Costello,0.049108319
Lukas Radil,0.049097415
Matthew Highmore,0.049062263
Dylan Gambrell,0.048987111
Marc-Andre Gragnani,0.048950282
Joel Kellman,0.048949248
Jukka Hentunen,0.048949248
Bob Solinger,0.048932401
Jonathon Blum,0.048912876
Chris Kenady,0.048899118
Michael Richard,0.048899118
Roger Wilson,0.048899118
Garrett Stafford,0.048899118
Jack Shewchuk,0.048898104
Sean Brown,0.048790916
Jason Strudwick,0.048779277
David Gosselin,0.04877169
Hal Brown,0.04877169
Perry Ganchar,0.048766974
George Parros,0.048760457
Jody Shelley,0.048758772
Jani Rita,0.048755257
Nikita Scherbak,0.048743454
Matt Ellis,0.048722805
Denis Chasse,0.048657128
Jack MacKell,0.048641663
Josh Holden,0.048641411
MacKenzie Entwistle,0.04861796
Jordan Harris,0.048566131
Scott Perunovich,0.048558262
Dick Mattiussi,0.048545805
Cameron Gaunce,0.048516724
Rasmus Kupari,0.048486271
Red Goupille,0.048419639
Ron Friest,0.048377582
Roman Horak,0.048356056
