Player, Score
Darryl Shannon,0.089284768
Mike McMahon Jr.,0.089252015
Karl Dykhuis,0.089238567
Robin Burns,0.089230691
Eric Nystrom,0.089229629
Wayne Rivers,0.089185824
Adam Pelech,0.089160671
Roger Leger,0.089102519
Noel Price,0.089083008
Warren Godfrey,0.089068806
Brad Jones,0.089046582
Jim Wiemer,0.089016501
Bob Ritchie,0.08892653
Anders Hakansson,0.088900135
Paul Ranger,0.088889022
Noel Acciari,0.0888804
Lynn Powis,0.088868935
Brandon Reid,0.088868524
Dan Bourbonnais,0.088861564
Ken Doraty,0.08886113
John Wright,0.088842097
Jaroslav Hlinka,0.088803049
Alex Pirus,0.08878479
Hubie Mcdonough,0.088767492
Tyler Pitlick,0.088765554
Aleksi Saarela,0.088743728
Bill Thomson,0.088743728
Kari Makkonen,0.088743728
Jonatan Berggren,0.088722841
Ken Sutton,0.088633797
Francis Bouillon,0.088627432
Troy Mallette,0.088609309
Doug Young,0.088563009
Jean Savard,0.08851795
Ryan Potulny,0.088490499
Andre Dore,0.0884343
Trent Yawney,0.088388009
Harvey Fraser,0.088313446
Nolan Patrick,0.088300619
Ike Hildebrand,0.088298489
Mark Arcobello,0.088276636
Jeff Jackson,0.088268316
Max Middendorf,0.088187895
Randy Heath,0.088187895
Brendan Perlini,0.088132496
Gary Doak,0.088120986
Scott Parse,0.088114211
Quinton Byfield,0.088055
Alain Daigle,0.087993846
Peter Taglianetti,0.087948333
Nikita Zadorov,0.087940999
Jim Moxey,0.087934199
Cody Glass,0.087933679
Derek Dorsett,0.087928601
Duane Rupp,0.087847769
Dane Jackson,0.087838219
Dean Sylvester,0.087816629
Fabian Brunnstrom,0.087769973
Andy Sutton,0.087720741
Rudolfs Balcers,0.087684262
Perry Anderson,0.087592244
Adam Burt,0.08755232
Ulf Isaksson,0.08751624
Blair Stewart,0.087439835
Leo Reise,0.087418076
Philipp Kurashev,0.087407314
Dave Hindmarch,0.087400636
Red Heron,0.087364197
Serge Aubin,0.087363606
Vadim Sharifijanov,0.087355897
Brent Hughes,0.087316629
Jamie McBain,0.087289639
Marian Cisar,0.087221506
Randy Hillier,0.08718676
Larry Mickey,0.087186686
Cody McLeod,0.087163728
Ryan Reaves,0.087131562
Bill Berg,0.087015489
Scott Garland,0.086968745
Filip Zadina,0.086930836
Kenneth Richardson,0.086863505
Cy Wentworth,0.08684138
Henrik Tallinder,0.086832347
Kari Jalonen,0.086777795
John McCormack,0.086763933
Reginald Thomas,0.08674535
Al Hangsleben,0.0866457
Oscar Lindberg,0.086545526
Don Blackburn,0.086487297
Todd Richards,0.086478893
Denis Grebeshkov,0.086468298
Jaroslav Otevrel,0.086342488
Brian Ogilvie,0.086272836
David Kampf,0.086257345
Jeff Shevalier,0.08620781
Darren Van Impe,0.086163603
Duane Wylie,0.086142538
Jason Ruff,0.086142538
Billy Warwick,0.086142538
Claude Larose,0.086126988
Jaroslav Svejkovsky,0.086082215
Denis Malgin,0.086055181
Bob Fitchner,0.086025175
Barry Ashbee,0.086006847
Rob Palmer,0.085964928
Bob Dill,0.08592322
Bobby Dollas,0.085921756
John Slaney,0.085918777
Everett Sanipass,0.085910845
Tyson Foerster,0.085901064
Les Cunningham,0.085891276
Butch McDonald,0.08585611
Tim Trimper,0.085822866
Ben Hutton,0.08579487
Justin Fontaine,0.085747864
Ron Shudra,0.085640091
Peter Holland,0.085573542
Trevor van Riemsdyk,0.085433417
Lonnie Loach,0.085430247
Mike Rupp,0.085414159
Lars Sjoberg,0.085399641
Mark Jankowski,0.085371729
Les Auge,0.085275809
Ron Busniuk,0.085275809
Jack Stoddard,0.085232637
Bobby Butler,0.085205436
Bruce Bell,0.085170827
Dave Farrish,0.085170596
Morgan Geekie,0.085147805
Alexander Khavanov,0.085104312
Adam Ruzicka,0.085101524
Sergey Tolchinsky,0.085093668
Rick Chinnick,0.085093668
Viktor Loov,0.085093668
Shawn Rivers,0.085093668
Ted McCaskill,0.085093668
Gerry Brisson,0.085093668
Sherman White,0.085093668
David Musil,0.085093668
Anatoli Fedotov,0.085093668
Vladimir Tkachev,0.085093668
Chuck Hamilton,0.085093668
Jonas Junland,0.085093668
Steve Gatzos,0.085092159
Mark Kumpel,0.085080613
Steve Montador,0.08507012
Mike Lampman,0.084978624
Pete Bellefeuille,0.084976781
Gordie Haworth,0.084911527
Stanislav Svozil,0.084911527
Ray Manson,0.084911527
Steve Peters,0.084911527
Matt Lorito,0.084911527
Jakub Petruzalek,0.084911527
Kent Ruhnke,0.084911527
Joel Teasdale,0.084911527
Cam Botting,0.084911527
Philippe Cornet,0.084911527
Dwayne Lowdermilk,0.084911527
Sean Malone,0.084911527
Brian Salcido,0.084911527
Mikael Pyyhtia,0.084911527
Matt Anderson,0.084911527
Ryan Bast,0.084911527
Kevin Devine,0.084911527
Miika Elomo,0.084911527
Rosario Joanette,0.084911527
Thomas Rundqvist,0.084911527
Doug Acomb,0.084911527
David Gove,0.084911527
Michael Paliotta,0.084911527
Jeff Bandura,0.084911527
Joonas Rask,0.084911527
Brian Sullivan,0.084911527
Craig Endean,0.084911527
John Adams,0.084882466
Igor Chibirev,0.084864897
Ryan Carter,0.084812988
Steven King,0.08479344
Keith Magnuson,0.084748917
George Patterson,0.084720907
Tomas Nosek,0.084654022
Juha Ylonen,0.084624709
Steven Kariya,0.08462257
Jan Rutta,0.084620884
Scott Nichol,0.084607914
Nathan Dempsey,0.084566785
Eric Robinson,0.084555971
Mike Commodore,0.084533201
Rasmus Sandin,0.084511697
Brent Grieve,0.08450282
Len Fontaine,0.084501595
Connor Murphy,0.084400644
Frantisek Musil,0.084385726
Dave Snuggerud,0.084353337
Mark Botell,0.084335364
Rocco Grimaldi,0.08429977
Jamie Oleksiak,0.084259195
Nicolas Aube-Kubel,0.084255536
Brandon Prust,0.084236186
John Marino,0.084215076
Murray Baron,0.084207492
Chris Thorburn,0.084207311
Erik Condra,0.084162662
Steve Carlson,0.084147989
Scott Mayfield,0.084141737
Cam Barker,0.084139018
Randy Boyd,0.084062838
Andrei Nazarov,0.084061848
Brent Meeke,0.084051673
Fred Barrett,0.084042924
Alexander Burmistrov,0.083995122
J.J. Moser,0.083989975
Mike Gillis,0.083989908
Robert Nordmark,0.083910692
Earl Roche,0.083802034
Carl Grundstrom,0.083710292
Scott Lachance,0.083709375
Alex Formenton,0.083678798
Logan O'Connor,0.083669568
Jonathan Ericsson,0.08365755
Jason King,0.083650806
Derek MacKenzie,0.083510029
Dave Ritchie,0.083457621
Jay Mazur,0.083423673
Dean Hopkins,0.083406384
Jim Roberts,0.08338436
Jordie Benn,0.083384079
Fabian Zetterlund,0.083378027
Nick Kypreos,0.083357968
Cam Connor,0.083323324
Anton Volchenkov,0.083268314
Emil Bemstrom,0.083264615
Brendan Smith,0.083228723
Andrej Nestrasil,0.0831392
Gilbert Delorme,0.083109239
Andrei Zyuzin,0.083090742
Bob Dillabough,0.082957861
Nikolay Goldobin,0.082955184
Ryan Garbutt,0.082830447
Vitali Prokhorov,0.082830318
Ben Eager,0.082733706
Valeri Karpov,0.082727534
Andrei Vasilyev,0.082725624
Tom Kuhnhackl,0.082718502
Brad Lukowich,0.082710476
Dan Hinote,0.082700554
Ivan Novoseltsev,0.082643531
Colin Campbell,0.082530519
Lukas Reichel,0.0825101
Jim McKenzie,0.082508458
Dean Kennedy,0.082499274
Ben Lovejoy,0.082464011
Paul Cotter,0.082458078
Justin Danforth,0.082450913
Moe Morris,0.082449944
Cory Cross,0.082442502
Ted Taylor,0.082419001
Gabriel Bourque,0.08241774
Mike Hoffman,0.082413325
Warren Rychel,0.082406518
Adam Fantilli,0.082402299
Alex Smith,0.082327445
Kris Beech,0.082312688
Chris Tancill,0.082246629
Brandon Yip,0.082236195
Scott Barney,0.082216483
Ray Timgren,0.082205482
Howie Hughes,0.082189857
Jassen Cullimore,0.082166156
Don Jackson,0.082138917
Roman Polak,0.082121968
Billy Gooden,0.082033187
John Rogers,0.082027269
Ron Andruff,0.081990874
Tim Gleason,0.081918078
Rick Paterson,0.081868016
Adrian Plavsic,0.081827201
Karlis Skrastins,0.081770843
Linus Omark,0.081737283
Brian Gibbons,0.081675887
Jordan Weal,0.08164247
John Paul Evans,0.081630967
John Markell,0.081611512
Mike Peluso,0.081600833
Steve Begin,0.081553817
Mike Lalor,0.081547004
Jake Evans,0.081539789
Calvin de Haan,0.08146528
Yakov Trenin,0.08143103
Larry Cahan,0.081388371
Ryan Craig,0.08134518
Len Barrie,0.081339707
Jim Anderson,0.081313469
Christian Proulx,0.081313469
Hayden Hodgson,0.081313469
Murray Kuntz,0.081313469
Bruce Gardiner,0.081313427
Dave Brown,0.081266363
Kaiden Guhle,0.081188351
Calen Addison,0.081187457
Matt Greene,0.081183741
Jake McCabe,0.081166174
Ken Gernander,0.081156842
Brian Loney,0.081156842
Larry Floyd,0.081156842
Thomas Hickey,0.081076938
David Tanabe,0.081076643
David Williams,0.081075279
Jorgen Jonsson,0.081054747
Pete Palangio,0.08104413
Bryan Allen,0.08104158
Paul Stanton,0.081021321
Cory Murphy,0.081016372
Norm Johnson,0.081013589
Colin Blackwell,0.080964988
Chris Lindberg,0.080962334
Randy Jones,0.080952678
Steve Alley,0.080883073
Tim Bothwell,0.08088284
Matt Hendricks,0.080828198
Jeff Lazaro,0.080807338
Doug Rombough,0.080797976
Tom Reid,0.0807514
Andrew Ebbett,0.080699868
Al Hamilton,0.080692705
Lasse Pirjeta,0.080689313
Viktor Gordiouk,0.080680052
Adam Gaudette,0.0806028
Mike Pelyk,0.08059159
Les Douglas,0.080568489
Jan Hejda,0.08054903
Howie Glover,0.080532813
Beau Bennett,0.080530014
Ronald Petrovicky,0.080500548
Jim Haggarty,0.080500384
John Moore,0.080495028
Brian Glynn,0.080491173
Karl Alzner,0.080485199
Bob Stewart,0.080347609
Bert Connelly,0.080294907
Frantisek Kucera,0.080267728
Stacy Roest,0.080235493
Peter Andersson,0.080213724
Tom O'Neill,0.080187991
Elmer Soderblom,0.080140536
Grant Clitsome,0.080106446
Earl Miller,0.080085231
Mike Kennedy,0.080064073
Al Shields,0.080041595
Yanick Lehoux,0.0800111
Dan Fritsche,0.080009717
Larry Giroux,0.080007468
Harold Jackson,0.079945541
Jimmy Fowler,0.079938954
Lubomir Sekeras,0.07991441
Mike Christie,0.079875434
Taylor Hall,0.079825317
Per Gustafsson,0.079805514
Earl Anderson,0.079800395
Harry York,0.07979435
Brandon Convery,0.079760076
Deryk Engelland,0.07965158
Stew Adams,0.079650953
Alex Hicks,0.079502857
Ernie Godden,0.079479442
Matthieu DescÃ´teaux,0.079479442
Todd McLellan,0.079479442
Martin Pospisil,0.07947114
Gordie Fashoway,0.07947114
Doug Palazzari,0.079412948
Gerry Brown,0.079387084
Tom Pyatt,0.079360302
Ken Leiter,0.079349642
Herb Raglan,0.079331645
Red Conn,0.079302616
Ryan Johnson,0.079287954
Zellio Toppazzini,0.079267538
Matt Hunwick,0.0792452
Igor Radulov,0.079237309
Nolan Foote,0.079233883
Cole Guttman,0.079233883
Zach Aston-Reese,0.07922963
Marcus Sorensen,0.079211012
Brad Hunt,0.079198927
Sandy Fitzpatrick,0.079116795
Ty Smith,0.079109141
Don Deacon,0.079053216
Aaron Gavey,0.079041718
Stan Smith,0.07890244
Bob Connors,0.078863643
Vladislav Gavrikov,0.078823334
Dan Frawley,0.078805911
Dennis O'Brien,0.078749434
Keegan Kolesar,0.078739071
Steve Cardwell,0.078732406
Eddie Bush,0.078716165
Wayne Hicks,0.078702835
Ryan McLeod,0.078664334
Russ Anderson,0.07864996
Neal Coulter,0.07860897
Hap Emms,0.07859258
Mikko Eloranta,0.078577036
Robert Petrovicky,0.078566981
Mikhail Grigorenko,0.078539298
Marc Methot,0.078527308
Keith Aucoin,0.078462268
Adam Mair,0.078440316
Lucas Wallmark,0.078438883
Rollie McLenahan,0.078383559
Rick Boh,0.078383559
Maxim Sushinsky,0.078374404
Pat Quinn,0.078331224
Jonathan Dahlen,0.07830989
Dan Sexton,0.078304943
Blair Atcheynum,0.07830174
Robert Logan,0.078296368
Stephane Veilleux,0.078291877
Josef Marha,0.078286402
Jimmy Bartlett,0.07827305
Billy Stuart,0.078204529
Jarkko Immonen,0.07815532
Jay McKee,0.078112673
Dylan DeMelo,0.078098198
Steve Durbano,0.078081074
Aaron Miller,0.078081053
Andre Faust,0.078058691
Arto Javanainen,0.078050164
Marcus Pettersson,0.078037181
Christopher DiDomenico,0.078032274
Jesse Ylönen,0.078001048
Dominik Simon,0.077983398
Bob Gladney,0.077911999
Fredrik Sjostrom,0.077860773
Brad Tapper,0.077847843
Jack McBain,0.077829598
Des Roche,0.077803825
Wally Wilson,0.07779415
Nick Jensen,0.077769579
Carter Rowney,0.077754697
Frank Nigro,0.07774974
Don Nachbaur,0.077728378
Gord Sherven,0.077727831
Dave Hutchison,0.077651493
Mathieu Darche,0.07764952
Mike Hartman,0.077626295
Bryan Maxwell,0.077625633
Sam Lafferty,0.077598962
Nick Blankenburg,0.077576856
Yves Preston,0.077508726
Frank Banham,0.0775005
Jeremy Williams,0.0775005
Leif Svensson,0.077478091
Nicolas Hague,0.077465939
Nikita Zaitsev,0.077443053
Tom Miller,0.077381504
Wayne Hillman,0.077322834
Ralph Wycherley,0.077299323
Pontus Aberg,0.07729894
Alex Nylander,0.077244199
Garry Peters,0.077231347
Janne Kuokkanen,0.077195696
Bob McManama,0.077191843
Bob Hoffmeyer,0.077184204
Tyler Motte,0.077179565
Mark Renaud,0.077177637
Scott Wilson,0.077127075
Paul Masnick,0.077116319
Curtis Lazar,0.07710925
Ron Harris,0.077065659
Dave Cameron,0.077060715
Alex Levinsky,0.077058239
Brendan Witt,0.077045602
Rick Bragnalo,0.077006817
Jim McElmury,0.076954536
Bryce Salvador,0.076924856
Josh Gorges,0.076924284
Bernie Lukowich,0.076916452
Mark Janssens,0.076901416
Mike Reilly,0.076901287
Sean Walker,0.076875606
Garth Boesch,0.076763693
Paul Marshall,0.076750697
Martin Frk,0.076715133
Trent Frederic,0.076680326
Stanislav Chistov,0.076647748
Tom Pederson,0.076596734
Larry Playfair,0.076521712
Adam Erne,0.076512612
Ossie Asmundson,0.076502743
James Masters,0.076457899
Per Djoos,0.076454596
Don Willson,0.076451431
Jack Evans,0.076450652
Andre Savage,0.076439086
Dwight Bialowas,0.076399118
Mike Iggulden,0.076377032
Daniel Shank,0.076332175
Jackie McLeod,0.076314086
Michael McLeod,0.076299892
Hank Nowak,0.07628332
Peyton Krebs,0.076263263
Bob Wall,0.076258321
Dustin Boyd,0.076257116
Joe Cooper,0.076247825
Cal O'Reilly,0.076247694
Matt Roy,0.076222814
Ben Smith,0.076219382
Bob Copp,0.076171511
Lionel Hitchman,0.076160638
Marty Murray,0.076157141
Hank Ciesla,0.076142291
Brad Defauw,0.076141934
Billy Coutu,0.076066691
Matt Halischuk,0.075991378
Michal Kempny,0.075901443
Joe Hardy,0.075850796
Noel Picard,0.075849864
William Eklund,0.07581401
Les Costello,0.075744774
Doug Volmar,0.075718411
Joe Fisher,0.075656787
John Flesch,0.075558731
Luca Sbisa,0.075487456
Justin Barron,0.07546528
Tom Martin,0.075442899
Vadim Shipachyov,0.075442899
Ryan Stewart,0.075442899
Corey Elkins,0.075442899
Art Ross,0.075442899
Maxim Letunov,0.075442899
Drew Helleson,0.075442899
Ralph Keller,0.075442899
Pete Leswick,0.075442899
Yevgeny Shaldybin,0.075442899
Roy Sommer,0.075442899
Todd Nelson,0.075442899
Petteri Wirtanen,0.075442899
Bjorn Melin,0.075442899
Viktor Nechayev,0.075442899
Garrett Pilon,0.075442899
Kelly Burnett,0.075442899
Carter Camper,0.075442899
Gary Emmons,0.075442899
Travis Turnbull,0.075442899
Jean Hamel,0.075440834
Ross Fitzpatrick,0.07541713
Walker Duehr,0.07538215
Dimitri Afanasenkov,0.075378277
Enver Lisin,0.075373656
Magnus Svensson,0.075348118
Greg Joly,0.07533066
Doug Berry,0.075323747
Radek Martinek,0.075269422
Brett Ritchie,0.075237077
Troy Stecher,0.075234834
Patrick Dwyer,0.075226271
Kyle Chipchura,0.075208027
Bob Kabel,0.075189055
Alain Caron,0.075180491
Mark Eaton,0.075177763
Jim Hamilton,0.075168795
Anders Steen,0.075149002
Brad Smith,0.075142378
Ted Drury,0.075094952
Yvon Labre,0.075077887
Jamie Drysdale,0.07505302
George Senick,0.07504916
Dan Fridgen,0.07504916
Greg Johnston,0.074999303
Stewart Evans,0.074894545
Geoff Smith,0.07488109
George Morrison,0.074879338
John Pohl,0.074879338
Herb Gardiner,0.074875965
Phillip Di Giuseppe,0.074770339
Ed Gilbert,0.074744712
Vitali Karamnov,0.074689825
Dave Shand,0.0746521
Steven Finn,0.074623623
Bill Juzda,0.074606228
Kevin Porter,0.074574797
Claude Laforge,0.074573076
Emanuel Viveiros,0.074556206
Jim Vandermeer,0.074506566
Rick Bowness,0.074483366
Joakim Nordstrom,0.074467785
Erik Gudbranson,0.074464789
Colin McDonald,0.074376528
Stan Drulia,0.07435462
Tomas Vlasak,0.074300935
Bob Collyard,0.074300935
Isaac Ratcliffe,0.074300935
Mason Lohrei,0.074300935
Andrei Loktionov,0.07428151
Des Smith,0.074258044
Jean-Francois Jomphe,0.074250786
Marko Dano,0.074240246
Jack Skille,0.074218382
Viacheslav Butsayev,0.074210146
John Brenneman,0.074204775
Robert Mongrain,0.074110756
Jason Ward,0.074062458
Dan Newman,0.074048375
Reid Boucher,0.074046027
Jesper Boqvist,0.074030549
Walter Jackson,0.073993241
Hugh Bolton,0.07399223
Robert Plumb,0.073934895
Clint Albright,0.073896602
Larry Leach,0.073893138
Jason Krog,0.073804367
Nick Beverley,0.073792442
Bob Wilkie,0.073791444
Brett Lebda,0.07379021
Thomas Bordeleau,0.073786067
Brendan Leipsic,0.073751543
T.J. Hensick,0.073690341
Clarke Wilm,0.073680551
Brent Hughes,0.073658373
Ivan Huml,0.073643663
Patrick Fischer,0.073641301
Nikita Nikitin,0.073618733
Yvon Vautour,0.073583604
Gord Fraser,0.073562289
Greg Fox,0.073542184
Marc Chouinard,0.073497348
Ed Carpenter,0.073493625
Eric Messier,0.073489018
Max McNab,0.073450848
Carson Soucy,0.073443085
Kent Manderville,0.073434487
Doug Lecuyer,0.073431656
Calle Rosen,0.073426871
Marty Burke,0.073380339
Mattias Weinhandl,0.073355458
James Sheppard,0.073321638
Alexander Volkov,0.073314311
William Mcdougall,0.073265428
Roger Jenkins,0.073239911
Marc-Antoine Pouliot,0.073233937
Mike Polich,0.073228025
Murray Brumwell,0.073181827
Bill Thomas,0.073172644
Gary Sampson,0.073154271
Tim Stapleton,0.073026631
Daniel Corso,0.072917054
Alex Faulkner,0.072886594
Les Ramsay,0.072873377
Gary Burns,0.072873377
Dan Snyder,0.072856289
Andrew Miller,0.072843852
Cole Sillinger,0.072843452
Justin Holl,0.072833745
George Swarbrick,0.072822922
Christopher Cichocki,0.072810076
Peter Regin,0.072804987
Anthony Stewart,0.072785149
Glen Richardson,0.072784153
Bob Hassard,0.072777418
Nicolas Deslauriers,0.072735906
Colin Fraser,0.072716938
Pavel Torgaev,0.072712185
Chris Wideman,0.072699253
David Saunders,0.072667248
Mike Moller,0.072608727
Tye Kartye,0.072596494
Sasha Chmelevski,0.072586623
Brendan Lemieux,0.072584815
Enio Sclisizzi,0.072581427
Rhett Warrener,0.07256953
Jaroslav Bednar,0.072534654
Neil Brady,0.072530844
Nick Johnson,0.072468607
Gord Brooks,0.07233981
Ville Siren,0.072296552
Bruce Affleck,0.07229329
Christian Backman,0.072260439
Hal Laycoe,0.072234624
Gord Dineen,0.072223551
Noah Gregor,0.072202658
Doug Barrie,0.072180644
Eric Nickulas,0.072161804
Andrew Hutchinson,0.072161382
Tracy Pratt,0.072074903
Dale Hoganson,0.072071794
Louie Belpedio,0.072031006
Mark Lawrence,0.072027805
Lyndon Byers,0.071994793
Rico Fata,0.071993748
Thomas Forslund,0.071991283
Jonathan Hedstrom,0.07193183
Matt Benning,0.071931079
Mike Backman,0.071923485
Niclas Wallin,0.071907604
Cam York,0.071883454
Marcel Hossa,0.071883253
Petr Tenkrat,0.071883104
Petr Schastlivy,0.071852585
Jimmy Peters,0.07184575
Gerry Shannon,0.071834231
Jaroslav Balastik,0.071824859
Kenny Agostino,0.071817714
Jujhar Khaira,0.071794907
George Parsons,0.071794792
John Baby,0.071783957
Don McFadyen,0.071768583
Patrick Wiercioch,0.071733371
Brad Smyth,0.071713215
Daniel Carr,0.071702851
Mark Pysyk,0.071670065
Zach Whitecloud,0.071661669
Daniel Tjarnqvist,0.071647075
Tom Younghans,0.071628312
Ty Arbour,0.071598011
Petri Kontiola,0.071597223
Alex Barré-Boulet,0.071589049
Alexander Holtz,0.071589049
Brian Glennie,0.071571985
Joey Crabb,0.071498409
Danny Johnson,0.071476728
Linden Vey,0.071467369
Mark Freer,0.071462234
Frank Jerwa,0.071455452
Rob Ray,0.071454531
Lou Fontinato,0.071445969
Frank Eddolls,0.071348634
Terry Ball,0.071317488
Rick Ley,0.071299154
Brad Moran,0.071277859
Trevor Murphy,0.071277859
Russ Adam,0.071277859
Darren Lowe,0.071277859
Jacques Toupin,0.071277859
Peter Loob,0.071277859
Mark Cundari,0.071277859
Jack McGill,0.071275935
Reginald Savage,0.071237317
Red Dutton,0.071235852
Anders Bjork,0.071225118
Rick Bourbonnais,0.071126744
Kevin Morrison,0.071120155
Nick Merkley,0.071120155
Mark Greig,0.07109321
George Brown,0.071074056
Barry Long,0.070942778
Andreas Lilja,0.070940553
Jeff Cowan,0.070915528
Percy Galbraith,0.07089266
Larry Carriere,0.070891271
Isac Lundestrom,0.070877699
David Schlemko,0.070863918
Denis Shvidki,0.07080731
Brian Sutherby,0.07078964
Petteri Nummelin,0.070772679
Jerry Holland,0.07075053
Rob Cimetta,0.070730203
Todd Ewen,0.070686151
Chris Marinucci,0.07062718
Darren Dietz,0.07062718
Craig Darby,0.070591373
Jerred Smithson,0.070567368
Peter White,0.070540435
Mika Alatalo,0.070442601
Errol Rausse,0.070419383
Gus Mancuso,0.070402588
Dave Dunn,0.070303244
Fred Knipscheer,0.070252475
Bill Bennett,0.070203086
Mark Hartigan,0.070128612
Hannu Jarvenpaa,0.070107497
Steve Black,0.070074966
Bob Gryp,0.070060116
Yannick Weber,0.070039499
Steve Washburn,0.070037179
Brad Werenka,0.069999519
Jay Miller,0.069983683
Alexandre Picard,0.069933429
Jeff Finger,0.069890825
Josh Green,0.069889917
Danny Lawson,0.069877078
Kent Huskins,0.069841606
Jeff Tambellini,0.069839316
John Miner,0.069819626
Nolan Baumgartner,0.069813629
Alex Belzile,0.069773512
Randy Velischek,0.069729832
Marc Crawford,0.069718843
Wyatt Kalynuk,0.069712876
Todd Fedoruk,0.06969448
Larry Melnyk,0.069685278
Jake Neighbours,0.069685116
Jack Gordon,0.069671252
Veli-Pekka Ketola,0.069668505
Brad Gassoff,0.069654733
Jean-Marc Lanthier,0.069640924
Jordan Oesterle,0.069618975
Vladimir Vujtek,0.069603979
Aldo Palazzari,0.069556944
Matt Irwin,0.069534779
Freddy Meyer,0.069505296
Mark Marquess,0.069457091
Steve Eminger,0.069447623
Kiefer Sherwood,0.069359438
Ken Quinney,0.069353156
Brandon Carlo,0.069323893
Karel Pilar,0.069322091
Thommie Bergman,0.069313682
Chris Conner,0.069306318
Ken Solheim,0.069270598
